user_id,installed_at,created_at,updated_at,channel,campaign,total_revenue,total_rewards,num_touchpoints
u014308,6/16/2023 21:39,6/16/2023 21:45,6/16/2023 21:45,twitter,holiday_special,447,4.47,1
u014424,6/18/2023 19:44,6/18/2023 20:24,6/18/2023 20:24,google_ads,new_user_promo,296.16,2.93,4
u014696,6/20/2023 8:26,6/20/2023 8:57,6/20/2023 8:57,instagram,retargeting,132.51,1.31,2
u015263,6/26/2023 20:19,6/26/2023 20:54,6/26/2023 20:54,facebook,new_user_promo,42.04,0.42,2
u015336,6/26/2023 19:33,6/26/2023 20:13,6/26/2023 20:13,affiliate,retargeting,17.76,0.17,4
u015460,6/28/2023 16:54,6/28/2023 17:19,6/28/2023 17:19,google_ads,new_user_promo,70.04,0.71,5
u015591,6/29/2023 3:03,6/29/2023 3:15,6/29/2023 3:15,google_ads,retargeting,7.2,0.08,4
u015866,7/2/2023 2:50,7/2/2023 3:21,7/2/2023 3:21,google_ads,new_user_promo,6.55,0.06,3
u016148,7/4/2023 8:59,7/4/2023 9:47,7/4/2023 9:47,twitter,brand_awareness,338.84,3.37,3
u016482,7/7/2023 1:57,7/7/2023 2:07,7/7/2023 2:07,twitter,holiday_special,755.65,7.55,1
u016557,7/8/2023 20:12,7/8/2023 20:26,7/8/2023 20:26,instagram,brand_awareness,56.56,0.56,1
u016731,7/10/2023 11:13,7/10/2023 11:26,7/10/2023 11:26,instagram,holiday_special,778.7,7.81,4
u016789,7/11/2023 18:16,7/11/2023 18:59,7/11/2023 18:59,google_ads,brand_awareness,9.37,0.08,5
u016990,7/13/2023 8:25,7/13/2023 8:31,7/13/2023 8:31,google_ads,summer_sale,282.04,2.83,3
u017070,7/13/2023 16:56,7/13/2023 17:27,7/13/2023 17:27,twitter,retargeting,354.3,3.53,2
u017657,7/19/2023 19:55,7/19/2023 20:44,7/19/2023 20:44,instagram,brand_awareness,51.66,0.5,5
u017718,7/20/2023 17:49,7/20/2023 18:37,7/20/2023 18:37,google_ads,brand_awareness,240.83,2.4,3
u018361,7/26/2023 0:51,7/26/2023 0:54,7/26/2023 0:54,instagram,new_user_promo,426.61,4.23,4
u018591,7/28/2023 19:39,7/28/2023 20:36,7/28/2023 20:36,instagram,summer_sale,19.55,0.2,4
u018747,7/30/2023 23:07,7/30/2023 23:46,7/30/2023 23:46,google_ads,retargeting,267.69,2.67,3
u018783,7/30/2023 2:26,7/30/2023 3:21,7/30/2023 3:21,twitter,new_user_promo,50.48,0.49,1
u018877,7/31/2023 0:08,7/31/2023 0:19,7/31/2023 0:19,instagram,retargeting,41.95,0.4,4
u019023,8/1/2023 1:25,8/1/2023 2:11,8/1/2023 2:11,affiliate,new_user_promo,230.15,2.29,3
u019422,8/5/2023 22:37,8/5/2023 23:29,8/5/2023 23:29,instagram,new_user_promo,106.25,1.05,4
u019440,8/5/2023 22:37,8/5/2023 23:28,8/5/2023 23:28,twitter,holiday_special,296.69,2.95,4
u019642,8/7/2023 21:06,8/7/2023 21:15,8/7/2023 21:15,twitter,retargeting,377.55,3.77,3
u019729,8/8/2023 16:35,8/8/2023 17:02,8/8/2023 17:02,instagram,retargeting,627.85,6.29,5
u019767,8/9/2023 23:03,8/9/2023 23:35,8/9/2023 23:35,google_ads,holiday_special,39.8,0.39,3
u019858,8/9/2023 17:46,8/9/2023 18:27,8/9/2023 18:27,affiliate,retargeting,846.73,8.46,2
u019936,8/10/2023 9:30,8/10/2023 10:16,8/10/2023 10:16,instagram,retargeting,1062.46,10.63,2
u020636,8/17/2023 7:57,8/17/2023 8:16,8/17/2023 8:16,instagram,summer_sale,158.4,1.57,5
u020843,8/19/2023 14:44,8/19/2023 15:18,8/19/2023 15:18,instagram,new_user_promo,131.86,1.33,2
u020893,8/20/2023 0:36,8/20/2023 1:29,8/20/2023 1:29,google_ads,summer_sale,9.18,0.08,1
u021501,8/25/2023 18:37,8/25/2023 18:52,8/25/2023 18:52,twitter,summer_sale,159.43,1.59,4
u021612,8/26/2023 8:52,8/26/2023 9:34,8/26/2023 9:34,affiliate,brand_awareness,83.28,0.84,3
u022042,8/30/2023 13:15,8/30/2023 14:14,8/30/2023 14:14,twitter,retargeting,98.13,0.99,1
u022243,9/1/2023 9:20,9/1/2023 9:20,9/1/2023 9:20,affiliate,new_user_promo,145.89,1.46,3
u022710,9/7/2023 21:34,9/7/2023 21:35,9/7/2023 21:35,instagram,retargeting,349.85,3.49,5
u023397,9/15/2023 10:19,9/15/2023 10:45,9/15/2023 10:45,instagram,retargeting,66.75,0.66,3
u023593,9/18/2023 7:18,9/18/2023 8:02,9/18/2023 8:02,google_ads,holiday_special,52.37,0.52,2
u023809,9/20/2023 10:29,9/20/2023 10:54,9/20/2023 10:54,instagram,summer_sale,1017.46,10.17,2
u023883,9/21/2023 16:20,9/21/2023 16:43,9/21/2023 16:43,instagram,summer_sale,566.32,5.66,2
u023975,9/22/2023 7:12,9/22/2023 7:17,9/22/2023 7:17,instagram,brand_awareness,67.81,0.67,5
u024044,9/23/2023 6:20,9/23/2023 6:30,9/23/2023 6:30,instagram,new_user_promo,13.34,0.13,4
u024143,9/24/2023 13:01,9/24/2023 13:28,9/24/2023 13:28,affiliate,retargeting,167.34,1.67,3
u024170,9/25/2023 20:33,9/25/2023 20:47,9/25/2023 20:47,facebook,new_user_promo,85.34,0.85,4
u024437,9/28/2023 5:04,9/28/2023 5:10,9/28/2023 5:10,facebook,summer_sale,80.71,0.81,1
u024890,10/3/2023 18:01,10/3/2023 18:31,10/3/2023 18:31,instagram,holiday_special,368.37,3.67,4
u024974,10/4/2023 7:03,10/4/2023 7:56,10/4/2023 7:56,facebook,holiday_special,16.74,0.14,3
u025181,10/6/2023 0:50,10/6/2023 0:55,10/6/2023 0:55,twitter,new_user_promo,32.98,0.34,2
u025339,10/9/2023 11:36,10/9/2023 12:02,10/9/2023 12:02,google_ads,new_user_promo,249.95,2.49,4
u025392,10/9/2023 4:46,10/9/2023 4:52,10/9/2023 4:52,facebook,retargeting,168.14,1.67,5
u025709,10/13/2023 15:39,10/13/2023 15:58,10/13/2023 15:58,google_ads,summer_sale,82.39,0.83,3
u025791,10/14/2023 8:31,10/14/2023 9:07,10/14/2023 9:07,google_ads,new_user_promo,168.33,1.67,1
u025816,10/14/2023 6:03,10/14/2023 6:03,10/14/2023 6:03,facebook,new_user_promo,79.43,0.8,1
u025852,10/14/2023 22:12,10/14/2023 22:30,10/14/2023 22:30,twitter,brand_awareness,109.35,1.09,2
u025962,10/16/2023 22:44,10/16/2023 23:18,10/16/2023 23:18,facebook,new_user_promo,49.27,0.5,2
u026166,10/18/2023 17:04,10/18/2023 17:34,10/18/2023 17:34,instagram,new_user_promo,1.6,0.01,5
u026486,10/22/2023 12:05,10/22/2023 12:50,10/22/2023 12:50,facebook,holiday_special,61.8,0.61,3
u027059,10/29/2023 21:54,10/29/2023 22:00,10/29/2023 22:00,google_ads,retargeting,10.25,0.1,3
u027505,11/2/2023 13:24,11/2/2023 13:41,11/2/2023 13:41,instagram,summer_sale,265.78,2.66,4
u027580,11/3/2023 20:41,11/3/2023 21:32,11/3/2023 21:32,google_ads,brand_awareness,45.09,0.44,1
u027601,11/3/2023 10:38,11/3/2023 11:35,11/3/2023 11:35,facebook,summer_sale,39.06,0.38,2
u028635,11/12/2023 15:07,11/12/2023 15:13,11/12/2023 15:13,google_ads,new_user_promo,10.1,0.1,4
u029283,11/17/2023 4:40,11/17/2023 5:20,11/17/2023 5:20,facebook,holiday_special,165.83,1.66,2
u029429,11/18/2023 19:02,11/18/2023 19:13,11/18/2023 19:13,instagram,brand_awareness,108.48,1.08,2
u029524,11/19/2023 21:14,11/19/2023 22:10,11/19/2023 22:10,instagram,new_user_promo,28.02,0.29,5
u029709,11/21/2023 17:23,11/21/2023 17:59,11/21/2023 17:59,google_ads,new_user_promo,526,5.26,4
u029755,11/21/2023 17:57,11/21/2023 18:39,11/21/2023 18:39,facebook,summer_sale,261.15,2.62,1
u029897,11/22/2023 13:57,11/22/2023 14:05,11/22/2023 14:05,facebook,holiday_special,241.71,2.42,2
u029938,11/22/2023 19:26,11/22/2023 19:57,11/22/2023 19:57,instagram,retargeting,135.7,1.35,4
u030252,11/25/2023 4:11,11/25/2023 5:06,11/25/2023 5:06,google_ads,retargeting,210.97,2.11,1
u030271,11/25/2023 5:20,11/25/2023 5:50,11/25/2023 5:50,facebook,summer_sale,191.15,1.91,2
u030609,11/28/2023 7:33,11/28/2023 8:27,11/28/2023 8:27,facebook,retargeting,93.76,0.93,5
u030741,11/29/2023 21:40,11/29/2023 22:37,11/29/2023 22:37,facebook,holiday_special,61.07,0.61,5
u030850,11/30/2023 19:38,11/30/2023 19:57,11/30/2023 19:57,google_ads,retargeting,31.9,0.31,3
u030857,11/30/2023 7:00,11/30/2023 7:30,11/30/2023 7:30,facebook,new_user_promo,79.83,0.8,5
u031019,12/1/2023 21:25,12/1/2023 21:30,12/1/2023 21:30,instagram,new_user_promo,53.28,0.53,2
u031281,12/3/2023 4:49,12/3/2023 5:02,12/3/2023 5:02,twitter,retargeting,1.9,0.01,2
u031897,12/8/2023 1:24,12/8/2023 1:59,12/8/2023 1:59,twitter,retargeting,33.96,0.35,1
u031903,12/8/2023 11:48,12/8/2023 12:44,12/8/2023 12:44,affiliate,new_user_promo,18.36,0.18,1
u031996,12/9/2023 22:44,12/9/2023 22:45,12/9/2023 22:45,instagram,holiday_special,139.04,1.39,3
u032079,12/10/2023 13:47,12/10/2023 14:35,12/10/2023 14:35,facebook,brand_awareness,22.04,0.22,2
u032121,12/10/2023 5:37,12/10/2023 6:25,12/10/2023 6:25,twitter,retargeting,163.98,1.64,1
u032333,12/12/2023 17:35,12/12/2023 18:18,12/12/2023 18:18,instagram,retargeting,22.57,0.22,4
u032574,12/14/2023 11:45,12/14/2023 12:20,12/14/2023 12:20,facebook,brand_awareness,42.97,0.43,1
u032649,12/15/2023 23:15,12/16/2023 0:00,12/16/2023 0:00,google_ads,new_user_promo,17.97,0.18,5
u032853,12/16/2023 4:32,12/16/2023 4:36,12/16/2023 4:36,twitter,new_user_promo,19.85,0.2,3
u033168,12/19/2023 7:04,12/19/2023 7:39,12/19/2023 7:39,instagram,new_user_promo,305.65,3.06,5
u033241,12/20/2023 11:02,12/20/2023 12:01,12/20/2023 12:01,google_ads,holiday_special,41.24,0.41,5
u033383,12/21/2023 23:10,12/21/2023 23:46,12/21/2023 23:46,google_ads,retargeting,7.19,0.07,3
u033878,12/25/2023 10:56,12/25/2023 11:12,12/25/2023 11:12,instagram,new_user_promo,24.07,0.24,3
u033987,12/26/2023 23:14,12/26/2023 23:55,12/26/2023 23:55,facebook,new_user_promo,24.09,0.24,5
u034394,12/29/2023 0:27,12/29/2023 1:02,12/29/2023 1:02,facebook,new_user_promo,69.01,0.69,5
u034438,12/29/2023 19:04,12/29/2023 19:30,12/29/2023 19:30,facebook,retargeting,1.91,0.02,2
u000074,1/2/2023 16:50,1/2/2023 16:55,1/2/2023 16:55,google_ads,new_user_promo,271.22,2.69,3
u000555,1/7/2023 15:29,1/7/2023 15:33,1/7/2023 15:33,instagram,retargeting,838.5,8.38,2
u000612,1/8/2023 6:24,1/8/2023 6:57,1/8/2023 6:57,facebook,retargeting,104.66,1.03,5
u000666,1/9/2023 15:01,1/9/2023 15:07,1/9/2023 15:07,google_ads,retargeting,84.58,0.84,4
u000873,1/11/2023 14:11,1/11/2023 14:57,1/11/2023 14:57,facebook,brand_awareness,6.69,0.06,4
u001306,1/16/2023 0:58,1/16/2023 1:03,1/16/2023 1:03,affiliate,new_user_promo,30.53,0.3,2
u001394,1/17/2023 17:23,1/17/2023 17:57,1/17/2023 17:57,twitter,retargeting,39.04,0.37,1
u001450,1/18/2023 13:28,1/18/2023 14:20,1/18/2023 14:20,facebook,brand_awareness,61.01,0.61,3
u001546,1/19/2023 8:26,1/19/2023 9:09,1/19/2023 9:09,instagram,holiday_special,461.44,4.61,3
u001618,1/20/2023 18:25,1/20/2023 18:38,1/20/2023 18:38,facebook,retargeting,452.7,4.52,2
u001745,1/22/2023 8:18,1/22/2023 9:02,1/22/2023 9:02,google_ads,new_user_promo,44.25,0.45,4
u001773,1/22/2023 4:55,1/22/2023 5:43,1/22/2023 5:43,facebook,summer_sale,25.36,0.26,4
u001992,1/24/2023 7:40,1/24/2023 8:14,1/24/2023 8:14,twitter,retargeting,406.43,4.06,1
u002149,1/26/2023 13:35,1/26/2023 14:07,1/26/2023 14:07,twitter,summer_sale,52.14,0.51,1
u002374,1/29/2023 20:01,1/29/2023 20:46,1/29/2023 20:46,instagram,brand_awareness,247.43,2.46,5
u002406,1/30/2023 16:56,1/30/2023 17:05,1/30/2023 17:05,google_ads,summer_sale,129.15,1.29,4
u002451,1/30/2023 10:09,1/30/2023 10:24,1/30/2023 10:24,instagram,new_user_promo,91.67,0.9,3
u002456,1/30/2023 1:51,1/30/2023 2:14,1/30/2023 2:14,instagram,holiday_special,204.35,2.03,1
u002549,1/31/2023 10:15,1/31/2023 11:02,1/31/2023 11:02,twitter,new_user_promo,294.34,2.94,5
u002992,2/6/2023 17:14,2/6/2023 17:24,2/6/2023 17:24,google_ads,retargeting,46.98,0.45,2
u003334,2/10/2023 9:42,2/10/2023 10:28,2/10/2023 10:28,google_ads,retargeting,167.75,1.67,4
u003497,2/12/2023 2:10,2/12/2023 3:09,2/12/2023 3:09,facebook,new_user_promo,47.98,0.48,5
u003535,2/12/2023 4:39,2/12/2023 5:01,2/12/2023 5:01,twitter,retargeting,281.7,2.81,5
u003670,2/14/2023 20:55,2/14/2023 21:13,2/14/2023 21:13,facebook,holiday_special,431.97,4.29,2
u003902,2/17/2023 4:36,2/17/2023 5:03,2/17/2023 5:03,google_ads,holiday_special,465.16,4.64,5
u003953,2/17/2023 20:52,2/17/2023 21:52,2/17/2023 21:52,twitter,summer_sale,193.18,1.94,2
u003965,2/17/2023 21:31,2/17/2023 21:34,2/17/2023 21:34,affiliate,holiday_special,137.1,1.37,3
u004128,2/20/2023 10:31,2/20/2023 11:16,2/20/2023 11:16,google_ads,holiday_special,137.12,1.35,1
u004311,2/22/2023 17:23,2/22/2023 17:50,2/22/2023 17:50,google_ads,summer_sale,83.22,0.83,2
u004377,2/22/2023 20:19,2/22/2023 21:18,2/22/2023 21:18,affiliate,new_user_promo,128.35,1.27,4
u004424,2/23/2023 11:59,2/23/2023 12:13,2/23/2023 12:13,facebook,brand_awareness,36.51,0.37,2
u004610,2/25/2023 19:47,2/25/2023 20:07,2/25/2023 20:07,twitter,new_user_promo,75.3,0.75,3
u004824,2/28/2023 13:10,2/28/2023 13:33,2/28/2023 13:33,facebook,brand_awareness,169.56,1.69,5
u004902,3/1/2023 10:16,3/1/2023 10:33,3/1/2023 10:33,facebook,new_user_promo,323.65,3.21,1
u005162,3/4/2023 2:11,3/4/2023 2:51,3/4/2023 2:51,facebook,retargeting,144.26,1.44,3
u005376,3/7/2023 19:08,3/7/2023 19:39,3/7/2023 19:39,facebook,summer_sale,34.53,0.33,3
u005439,3/8/2023 9:09,3/8/2023 9:45,3/8/2023 9:45,google_ads,summer_sale,268.82,2.66,2
u005483,3/8/2023 15:31,3/8/2023 16:19,3/8/2023 16:19,instagram,summer_sale,47.09,0.45,5
u005924,3/13/2023 2:13,3/13/2023 2:50,3/13/2023 2:50,instagram,retargeting,379.27,3.78,5
u005932,3/13/2023 23:08,3/13/2023 23:09,3/13/2023 23:09,twitter,summer_sale,216.74,2.18,2
u006121,3/15/2023 16:53,3/15/2023 17:23,3/15/2023 17:23,affiliate,summer_sale,133.27,1.31,3
u006200,3/16/2023 23:34,3/17/2023 0:08,3/17/2023 0:08,twitter,new_user_promo,149.77,1.49,4
u006495,3/20/2023 20:00,3/20/2023 20:57,3/20/2023 20:57,facebook,brand_awareness,108.96,1.08,3
u006560,3/21/2023 12:09,3/21/2023 13:04,3/21/2023 13:04,google_ads,holiday_special,229.69,2.3,2
u006653,3/22/2023 7:28,3/22/2023 7:59,3/22/2023 7:59,google_ads,brand_awareness,210.98,2.11,3
u007177,3/28/2023 1:28,3/28/2023 2:06,3/28/2023 2:06,facebook,new_user_promo,116.95,1.18,5
u007273,3/29/2023 3:08,3/29/2023 3:41,3/29/2023 3:41,facebook,holiday_special,1152.35,11.53,1
u007590,4/2/2023 0:10,4/2/2023 0:20,4/2/2023 0:20,facebook,summer_sale,15.89,0.14,4
u007700,4/3/2023 1:37,4/3/2023 2:29,4/3/2023 2:29,instagram,retargeting,197.11,1.98,1
u007866,4/5/2023 18:35,4/5/2023 19:32,4/5/2023 19:32,facebook,brand_awareness,9.4,0.09,1
u008189,4/9/2023 2:36,4/9/2023 2:52,4/9/2023 2:52,google_ads,brand_awareness,88.64,0.87,4
u008405,4/11/2023 4:35,4/11/2023 5:21,4/11/2023 5:21,instagram,retargeting,31.8,0.29,1
u008703,4/15/2023 7:23,4/15/2023 7:40,4/15/2023 7:40,google_ads,new_user_promo,38.91,0.38,3
u008749,4/15/2023 0:51,4/15/2023 1:46,4/15/2023 1:46,instagram,brand_awareness,31.54,0.3,2
u008790,4/16/2023 2:07,4/16/2023 2:27,4/16/2023 2:27,facebook,new_user_promo,266,2.68,2
u008815,4/16/2023 0:06,4/16/2023 0:25,4/16/2023 0:25,instagram,retargeting,304.14,3.02,5
u009499,4/24/2023 1:40,4/24/2023 2:08,4/24/2023 2:08,affiliate,retargeting,88.17,0.87,3
u009699,4/27/2023 17:53,4/27/2023 17:59,4/27/2023 17:59,google_ads,new_user_promo,88.32,0.87,5
u009920,4/29/2023 11:59,4/29/2023 12:40,4/29/2023 12:40,facebook,retargeting,550.96,5.49,1
u010471,5/5/2023 2:04,5/5/2023 2:51,5/5/2023 2:51,affiliate,summer_sale,955.45,9.52,5
u010564,5/7/2023 6:52,5/7/2023 7:40,5/7/2023 7:40,google_ads,retargeting,230.07,2.3,3
u010635,5/8/2023 9:13,5/8/2023 9:14,5/8/2023 9:14,google_ads,brand_awareness,69.35,0.69,1
u010762,5/9/2023 1:19,5/9/2023 1:50,5/9/2023 1:50,instagram,summer_sale,132.43,1.3,1
u010870,5/10/2023 19:19,5/10/2023 19:29,5/10/2023 19:29,twitter,brand_awareness,188.4,1.88,4
u011771,5/21/2023 15:43,5/21/2023 15:46,5/21/2023 15:46,instagram,new_user_promo,259.58,2.58,4
u011993,5/24/2023 6:59,5/24/2023 7:57,5/24/2023 7:57,google_ads,summer_sale,194.03,1.92,4
u012230,5/26/2023 7:38,5/26/2023 7:38,5/26/2023 7:38,instagram,holiday_special,168.48,1.68,4
u012244,5/26/2023 20:53,5/26/2023 21:34,5/26/2023 21:34,twitter,holiday_special,565.62,5.65,1
u012393,5/28/2023 8:01,5/28/2023 8:28,5/28/2023 8:28,twitter,retargeting,199.56,1.98,2
u012413,5/29/2023 2:15,5/29/2023 2:56,5/29/2023 2:56,google_ads,holiday_special,96.48,0.96,3
u012591,5/31/2023 5:19,5/31/2023 6:10,5/31/2023 6:10,google_ads,brand_awareness,97.8,0.97,4
u012618,5/31/2023 15:19,5/31/2023 16:16,5/31/2023 16:16,facebook,retargeting,581.43,5.81,2
u012924,6/3/2023 17:21,6/3/2023 17:23,6/3/2023 17:23,google_ads,retargeting,175.74,1.75,3
u013114,6/5/2023 14:23,6/5/2023 15:07,6/5/2023 15:07,google_ads,retargeting,14.11,0.12,5
u013818,6/12/2023 22:19,6/12/2023 22:40,6/12/2023 22:40,google_ads,retargeting,142.54,1.4,1
u013839,6/12/2023 23:44,6/13/2023 0:41,6/13/2023 0:41,facebook,summer_sale,94.04,0.93,2
u014027,6/14/2023 18:28,6/14/2023 19:20,6/14/2023 19:20,google_ads,holiday_special,95.66,0.94,1
u014137,6/15/2023 11:20,6/15/2023 12:19,6/15/2023 12:19,google_ads,summer_sale,167.83,1.68,2
u014270,6/16/2023 4:24,6/16/2023 4:38,6/16/2023 4:38,facebook,holiday_special,125.04,1.26,3
u014358,6/17/2023 21:22,6/17/2023 22:04,6/17/2023 22:04,facebook,new_user_promo,313.72,3.13,1
u014679,6/20/2023 13:11,6/20/2023 13:34,6/20/2023 13:34,instagram,new_user_promo,451.76,4.5,3
u014753,6/21/2023 11:17,6/21/2023 11:17,6/21/2023 11:17,google_ads,retargeting,98.6,0.99,3
u014766,6/21/2023 6:12,6/21/2023 6:37,6/21/2023 6:37,facebook,holiday_special,47.32,0.46,3
u014830,6/22/2023 14:14,6/22/2023 14:48,6/22/2023 14:48,google_ads,new_user_promo,90.7,0.91,3
u015180,6/25/2023 16:41,6/25/2023 17:04,6/25/2023 17:04,facebook,holiday_special,282.02,2.82,2
u015934,7/2/2023 9:48,7/2/2023 10:20,7/2/2023 10:20,twitter,retargeting,573.41,5.73,4
u016541,7/8/2023 12:19,7/8/2023 12:46,7/8/2023 12:46,facebook,retargeting,34.7,0.35,1
u016578,7/8/2023 15:48,7/8/2023 15:59,7/8/2023 15:59,affiliate,holiday_special,20.87,0.2,1
u016588,7/9/2023 0:25,7/9/2023 1:06,7/9/2023 1:06,google_ads,new_user_promo,170.9,1.71,2
u016943,7/12/2023 4:20,7/12/2023 4:34,7/12/2023 4:34,instagram,new_user_promo,66.24,0.66,2
u017107,7/14/2023 1:09,7/14/2023 2:07,7/14/2023 2:07,google_ads,holiday_special,195.75,1.95,1
u017166,7/14/2023 6:57,7/14/2023 7:43,7/14/2023 7:43,instagram,brand_awareness,284.76,2.81,1
u017231,7/15/2023 4:30,7/15/2023 5:25,7/15/2023 5:25,facebook,summer_sale,102.64,1.02,4
u017250,7/15/2023 8:04,7/15/2023 8:06,7/15/2023 8:06,facebook,retargeting,247.68,2.46,3
u017499,7/18/2023 22:02,7/18/2023 22:39,7/18/2023 22:39,google_ads,brand_awareness,243.89,2.44,3
u017649,7/19/2023 1:39,7/19/2023 2:13,7/19/2023 2:13,instagram,summer_sale,33.06,0.31,1
u017662,7/19/2023 19:39,7/19/2023 20:35,7/19/2023 20:35,instagram,retargeting,35.67,0.36,5
u017748,7/20/2023 18:27,7/20/2023 18:59,7/20/2023 18:59,facebook,retargeting,50.45,0.48,2
u017806,7/21/2023 0:46,7/21/2023 1:41,7/21/2023 1:41,google_ads,summer_sale,222.05,2.25,4
u018022,7/23/2023 13:46,7/23/2023 13:53,7/23/2023 13:53,google_ads,retargeting,1282.78,12.82,4
u018373,7/26/2023 9:57,7/26/2023 10:06,7/26/2023 10:06,instagram,holiday_special,96.15,0.96,3
u018397,7/26/2023 3:20,7/26/2023 3:57,7/26/2023 3:57,twitter,retargeting,107.97,1.1,1
u018614,7/28/2023 22:39,7/28/2023 23:14,7/28/2023 23:14,twitter,holiday_special,279.57,2.79,3
u018701,7/29/2023 12:13,7/29/2023 12:13,7/29/2023 12:13,twitter,summer_sale,70.47,0.71,2
u018799,7/30/2023 23:47,7/30/2023 23:56,7/30/2023 23:56,affiliate,retargeting,13.29,0.12,4
u019050,8/2/2023 14:31,8/2/2023 14:58,8/2/2023 14:58,google_ads,summer_sale,558.99,5.59,4
u019576,8/7/2023 4:16,8/7/2023 5:14,8/7/2023 5:14,google_ads,retargeting,803.55,8.03,2
u019619,8/7/2023 22:17,8/7/2023 23:11,8/7/2023 23:11,instagram,summer_sale,11.78,0.11,4
u019773,8/9/2023 4:35,8/9/2023 5:22,8/9/2023 5:22,google_ads,brand_awareness,448.29,4.48,4
u020108,8/12/2023 0:42,8/12/2023 1:10,8/12/2023 1:10,facebook,brand_awareness,57.53,0.58,3
u020159,8/13/2023 15:17,8/13/2023 15:23,8/13/2023 15:23,google_ads,new_user_promo,45.89,0.45,4
u020454,8/15/2023 18:41,8/15/2023 19:38,8/15/2023 19:38,twitter,retargeting,382.12,3.84,3
u021420,8/25/2023 0:36,8/25/2023 1:25,8/25/2023 1:25,google_ads,new_user_promo,976.45,9.77,4
u021462,8/25/2023 1:34,8/25/2023 1:41,8/25/2023 1:41,facebook,holiday_special,150.13,1.49,3
u021687,8/27/2023 16:35,8/27/2023 17:24,8/27/2023 17:24,twitter,holiday_special,187.92,1.88,3
u022121,8/31/2023 11:54,8/31/2023 12:48,8/31/2023 12:48,instagram,new_user_promo,203.12,2.05,2
u022271,9/2/2023 21:29,9/2/2023 21:56,9/2/2023 21:56,google_ads,retargeting,82.47,0.83,5
u022432,9/4/2023 0:56,9/4/2023 1:02,9/4/2023 1:02,facebook,retargeting,131.6,1.33,5
u022635,9/6/2023 3:20,9/6/2023 4:11,9/6/2023 4:11,twitter,new_user_promo,24.36,0.24,3
u022645,9/6/2023 7:26,9/6/2023 7:50,9/6/2023 7:50,affiliate,new_user_promo,12.67,0.13,4
u022650,9/6/2023 9:38,9/6/2023 9:38,9/6/2023 9:38,affiliate,retargeting,175.49,1.77,2
u023143,9/12/2023 2:38,9/12/2023 2:58,9/12/2023 2:58,affiliate,brand_awareness,51.75,0.51,4
u023336,9/15/2023 2:32,9/15/2023 3:07,9/15/2023 3:07,google_ads,holiday_special,142.71,1.44,4
u023785,9/20/2023 4:07,9/20/2023 4:47,9/20/2023 4:47,facebook,summer_sale,301.33,3.02,3
u023860,9/21/2023 5:05,9/21/2023 5:08,9/21/2023 5:08,google_ads,retargeting,149.04,1.49,5
u023871,9/21/2023 8:14,9/21/2023 8:14,9/21/2023 8:14,facebook,holiday_special,207.79,2.08,2
u024530,9/29/2023 7:45,9/29/2023 8:37,9/29/2023 8:37,facebook,brand_awareness,2.28,0,4
u024580,9/29/2023 16:56,9/29/2023 17:12,9/29/2023 17:12,affiliate,retargeting,253.51,2.53,3
u024901,10/3/2023 3:14,10/3/2023 4:09,10/3/2023 4:09,twitter,new_user_promo,12.71,0.12,2
u025015,10/4/2023 18:06,10/4/2023 18:24,10/4/2023 18:24,affiliate,summer_sale,142.81,1.43,2
u025708,10/13/2023 19:12,10/13/2023 19:17,10/13/2023 19:17,google_ads,summer_sale,173.16,1.74,5
u025735,10/13/2023 12:53,10/13/2023 13:49,10/13/2023 13:49,facebook,summer_sale,440.75,4.41,1
u025916,10/15/2023 2:47,10/15/2023 3:27,10/15/2023 3:27,twitter,new_user_promo,68.59,0.69,1
u026137,10/18/2023 3:46,10/18/2023 3:58,10/18/2023 3:58,google_ads,retargeting,23.29,0.23,5
u026204,10/19/2023 22:35,10/19/2023 23:00,10/19/2023 23:00,google_ads,new_user_promo,140.2,1.41,4
u026362,10/20/2023 14:29,10/20/2023 14:36,10/20/2023 14:36,twitter,new_user_promo,24.28,0.24,1
u026599,10/23/2023 19:56,10/23/2023 20:50,10/23/2023 20:50,twitter,retargeting,49.08,0.5,5
u026737,10/25/2023 19:48,10/25/2023 20:22,10/25/2023 20:22,facebook,holiday_special,95.46,0.97,3
u027118,10/29/2023 1:36,10/29/2023 2:30,10/29/2023 2:30,affiliate,retargeting,127.02,1.29,3
u028034,11/7/2023 23:22,11/7/2023 23:41,11/7/2023 23:41,google_ads,holiday_special,169.67,1.7,1
u028356,11/9/2023 14:31,11/9/2023 15:28,11/9/2023 15:28,instagram,retargeting,93.97,0.94,3
u028425,11/10/2023 6:11,11/10/2023 6:31,11/10/2023 6:31,google_ads,retargeting,30.98,0.31,5
u028552,11/11/2023 6:55,11/11/2023 7:39,11/11/2023 7:39,facebook,new_user_promo,142.61,1.41,1
u028693,11/12/2023 4:54,11/12/2023 5:27,11/12/2023 5:27,instagram,summer_sale,105.86,1.06,1
u028846,11/13/2023 19:23,11/13/2023 19:29,11/13/2023 19:29,affiliate,new_user_promo,15.77,0.16,5
u028858,11/14/2023 18:05,11/14/2023 18:30,11/14/2023 18:30,google_ads,new_user_promo,74.51,0.76,2
u028867,11/14/2023 4:36,11/14/2023 4:50,11/14/2023 4:50,google_ads,new_user_promo,11.56,0.12,2
